,Isolate2,Isolate1,PWI,Collection Date1,Host Species1,Subtype1,Country1,State/Province1,Collection Date2,Host Species2,Subtype2,Country2,State/Province2,Time Delta
557894,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6),7.9656080000000005,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
557897,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern pintail/Interior Alaska/10BM08612R0/2010,7.974749,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
557899,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern pintail/Interior Alaska/10BM08899R0/2010,7.957163,2010-08-05 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"2 days, 00:00:00"
557900,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern pintail/Interior Alaska/10BM08903R0/2010,7.957163,2010-08-05 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"2 days, 00:00:00"
558106,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern shoveler/Interior Alaska/10BM02593R0/2010,7.976242,2010-06-23 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"45 days, 00:00:00"
558107,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern shoveler/Interior Alaska/10BM02892R0/2010,7.972003000000001,2010-06-30 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"38 days, 00:00:00"
558109,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/northern shoveler/Interior Alaska/10BM05408R0/2010,7.973444000000001,2010-07-25 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
558151,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),A/ring-necked duck/Interior Alaska/10BM05617R0/2010,7.9697939999999985,2010-07-26 00:00:00,IRD:Ring-necked Duck/Avian,H4N6,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"12 days, 00:00:00"
558689,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/mallard/Interior Alaska/10BM05347R0/2010(H7N3),7.997846000000001,2010-07-25 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"13 days, 00:00:00"
558707,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/mallard/Interior Alaska/10BM06838R0/2010,7.993392,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"7 days, 00:00:00"
558708,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/mallard/Interior Alaska/10BM06905R0/2010,7.994610000000001,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"7 days, 00:00:00"
558709,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/mallard/Interior Alaska/10BM06909R0/2010,7.992844,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"7 days, 00:00:00"
558710,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/mallard/Interior Alaska/10BM06911R0/2010,7.994610000000001,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"7 days, 00:00:00"
559063,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06303R0/2010,7.992218999999999,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
559064,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06306R0/2010,7.993392,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
559065,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06524R0/2010,7.994610000000001,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"8 days, 00:00:00"
559067,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06720R0/2010,7.9929489999999985,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"8 days, 00:00:00"
559069,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06895R0/2010,7.993742000000001,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"7 days, 00:00:00"
559070,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06899R0/2010,7.994610000000001,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,"7 days, 00:00:00"
559564,A/mallard/Interior Alaska/10BM09893R0/2010(H3N6),A/American green-winged teal/Interior Alaska/10BM04207R0/2010,7.992238,2010-07-13 00:00:00,IRD:Green-winged Teal/Avian,H3N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,,,,"26 days, 00:00:00"
560764,A/mallard/Interior Alaska/10BM10000R0/2010,A/American green-winged teal/Interior Alaska/10BM05376R0/2010(H3N8),7.957027999999998,2010-07-25 00:00:00,IRD:Green-Winged Teal/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"14 days, 00:00:00"
560770,A/mallard/Interior Alaska/10BM10000R0/2010,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,7.982311999999999,2010-08-02 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"6 days, 00:00:00"
560773,A/mallard/Interior Alaska/10BM10000R0/2010,A/American green-winged teal/Interior Alaska/10BM08134R0/2010,7.983237,2010-08-04 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
560777,A/mallard/Interior Alaska/10BM10000R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,7.985638000000001,2010-08-04 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
561086,A/mallard/Interior Alaska/10BM10000R0/2010,A/mallard/Interior Alaska/10BM05797R0/2010(H3N8),7.990054999999999,2010-07-26 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
561089,A/mallard/Interior Alaska/10BM10000R0/2010,A/mallard/Interior Alaska/10BM05968R0/2010,7.983486999999999,2010-07-27 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"12 days, 00:00:00"
561101,A/mallard/Interior Alaska/10BM10000R0/2010,A/mallard/Interior Alaska/10BM06828R0/2010,7.989698,2010-07-31 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"8 days, 00:00:00"
561102,A/mallard/Interior Alaska/10BM10000R0/2010,A/mallard/Interior Alaska/10BM06835R0/2010,7.9892509999999985,2010-07-31 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"8 days, 00:00:00"
561462,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM06704R0/2010,7.722371000000001,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"9 days, 00:00:00"
561464,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM06872R0/2010,7.981928,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"8 days, 00:00:00"
561479,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8),7.984832000000001,2010-08-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"6 days, 00:00:00"
561483,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8),7.9864039999999985,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
561484,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8),7.9864039999999985,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
561485,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8),7.985962,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
561486,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8),7.986261,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
561490,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8),7.985241,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,,,,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
561702,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern shoveler/Interior Alaska/10BM05382R0/2010,7.956723999999999,2010-07-25 00:00:00,IRD:Northern Shoveler/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"14 days, 00:00:00"
561704,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern shoveler/Interior Alaska/10BM05487R0/2010,7.955618999999999,2010-07-26 00:00:00,IRD:Northern Shoveler/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
561705,A/mallard/Interior Alaska/10BM10000R0/2010,A/northern shoveler/Interior Alaska/10BM05491R0/2010,7.9563549999999985,2010-07-26 00:00:00,IRD:Northern Shoveler/Avian,H3N8,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
561961,A/mallard/Interior Alaska/10BM10173R0/2010,A/American green-winged teal/Interior Alaska/10BM05165R0/2010(H4N6),7.969803999999999,2010-07-22 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
562271,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM02530R0/2010,7.972460000000001,2010-06-22 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"47 days, 00:00:00"
562272,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM02644R0/2010,7.973737,2010-06-25 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"44 days, 00:00:00"
562274,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM03979R0/2010,7.969506000000001,2010-07-12 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"27 days, 00:00:00"
562278,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM04626R0/2010(H4N6),7.976617,2010-07-18 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"21 days, 00:00:00"
562279,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM04988R0/2010(H4N6),7.974337999999999,2010-07-21 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"18 days, 00:00:00"
562280,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM05247R0/2010(H4N6),7.971239,2010-07-23 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"16 days, 00:00:00"
562281,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM05249R0/2010(H4N6),7.971429,2010-07-23 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"16 days, 00:00:00"
562282,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM05337R0/2010(H4N6),7.969451999999999,2010-07-24 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"15 days, 00:00:00"
562290,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,7.962965,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562291,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,7.962965,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562292,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,7.962965,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562293,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,7.9629379999999985,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562294,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06455R0/2010,7.962530999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562295,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06456R0/2010,7.962378999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562296,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06459R0/2010,7.962530999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562297,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06460R0/2010,7.961952000000001,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562298,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,7.962965,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
562307,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,7.962965,2010-08-03 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
562308,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM07971R0/2010,7.968794,2010-08-03 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
562311,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM08622R0/2010,7.974203,2010-08-05 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
562312,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM08828R0/2010,7.971407000000001,2010-08-05 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
562325,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM09562R0/2010(H4N6),7.995997,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
562327,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),7.995532000000001,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
562332,A/mallard/Interior Alaska/10BM10173R0/2010,A/mallard/Interior Alaska/10BM10176R0/2010,7.999102000000001,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
562651,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM02791R0/2010,7.968584999999999,2010-06-25 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"44 days, 00:00:00"
562653,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,7.9986679999999994,2010-07-18 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"21 days, 00:00:00"
562656,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM05171R0/2010,7.968705,2010-07-22 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
562667,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM07040R0/2010,7.965181999999999,2010-08-01 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
562676,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6),7.972768999999999,2010-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"6 days, 00:00:00"
562679,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6),7.969246000000001,2010-08-03 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
562685,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6),7.994053,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
562686,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6),7.965178,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
562689,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM08612R0/2010,7.9743889999999995,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
562691,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM08899R0/2010,7.9567369999999995,2010-08-05 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
562692,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern pintail/Interior Alaska/10BM08903R0/2010,7.9567369999999995,2010-08-05 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
562898,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,7.97582,2010-06-23 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"46 days, 00:00:00"
562899,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern shoveler/Interior Alaska/10BM02892R0/2010,7.971577999999999,2010-06-30 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"39 days, 00:00:00"
562901,A/mallard/Interior Alaska/10BM10173R0/2010,A/northern shoveler/Interior Alaska/10BM05408R0/2010,7.97302,2010-07-25 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"14 days, 00:00:00"
562943,A/mallard/Interior Alaska/10BM10173R0/2010,A/ring-necked duck/Interior Alaska/10BM05617R0/2010,7.9693679999999985,2010-07-26 00:00:00,IRD:Ring-necked Duck/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
563159,A/mallard/Interior Alaska/10BM10176R0/2010,A/American green-winged teal/Interior Alaska/10BM05165R0/2010(H4N6),7.970764999999999,2010-07-22 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
563469,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM02530R0/2010,7.9734240000000005,2010-06-22 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"47 days, 00:00:00"
563470,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM02644R0/2010,7.974697999999999,2010-06-25 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"44 days, 00:00:00"
563472,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM03979R0/2010,7.970509,2010-07-12 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"27 days, 00:00:00"
563476,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM04626R0/2010(H4N6),7.977581,2010-07-18 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"21 days, 00:00:00"
563477,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM04988R0/2010(H4N6),7.975321000000001,2010-07-21 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"18 days, 00:00:00"
563478,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM05247R0/2010(H4N6),7.9722029999999995,2010-07-23 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"16 days, 00:00:00"
563479,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM05249R0/2010(H4N6),7.972422,2010-07-23 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"16 days, 00:00:00"
563480,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM05337R0/2010(H4N6),7.970445999999999,2010-07-24 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"15 days, 00:00:00"
563488,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06448R0/2010,7.963928999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
